v4_0,calendar-years,Time,local-health-board,Geography,week-number,Week,cause-of-death,CauseOfDeath,place-of-death,PlaceOfDeath,registration-or-occurrence,RegistrationOrOccurrence
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-20,Week 20,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2020,2020,W11000028,Aneurin Bevan University Health Board,week-20,Week 20,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-20,Week 20,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
11,2020,2020,W11000028,Aneurin Bevan University Health Board,week-20,Week 20,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-20,Week 20,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
21,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
28,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,all-causes,All causes,home,Home,registrations,Registrations
2,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,all-causes,All causes,hospice,Hospice,registrations,Registrations
52,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
9,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,covid-19,COVID 19,home,Home,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
23,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-20,Week 20,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
24,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
29,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,all-causes,All causes,hospice,Hospice,registrations,Registrations
55,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
8,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
20,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-20,Week 20,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
24,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
29,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,all-causes,All causes,hospice,Hospice,registrations,Registrations
37,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
11,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-20,Week 20,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
43,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
42,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,all-causes,All causes,home,Home,registrations,Registrations
3,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,all-causes,All causes,hospice,Hospice,registrations,Registrations
90,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
36,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-21,Week 21,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
6,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
15,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,all-causes,All causes,home,Home,registrations,Registrations
1,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,all-causes,All causes,hospice,Hospice,registrations,Registrations
14,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
1,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
1,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-21,Week 21,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
31,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
35,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,all-causes,All causes,hospice,Hospice,registrations,Registrations
29,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
4,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-21,Week 21,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
29,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
49,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,all-causes,All causes,home,Home,registrations,Registrations
2,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,all-causes,All causes,hospice,Hospice,registrations,Registrations
42,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
6,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-21,Week 21,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
14,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
22,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,all-causes,All causes,home,Home,registrations,Registrations
4,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,all-causes,All causes,hospice,Hospice,registrations,Registrations
39,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
5,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
12,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-21,Week 21,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
16,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
34,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,all-causes,All causes,hospice,Hospice,registrations,Registrations
46,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
2,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
19,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-21,Week 21,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
17,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
25,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,all-causes,All causes,hospice,Hospice,registrations,Registrations
37,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
6,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
4,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-21,Week 21,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
28,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,all-causes,All causes,care-home,Care home,registrations,Registrations
5,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
42,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,all-causes,All causes,home,Home,registrations,Registrations
5,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,all-causes,All causes,hospice,Hospice,registrations,Registrations
74,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
13,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,covid-19,COVID 19,home,Home,registrations,Registrations
2,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
29,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-22,Week 22,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
3,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
8,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,all-causes,All causes,hospice,Hospice,registrations,Registrations
14,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
1,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-22,Week 22,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
24,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
27,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,all-causes,All causes,hospice,Hospice,registrations,Registrations
20,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
4,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
1,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-22,Week 22,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
21,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
30,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,all-causes,All causes,home,Home,registrations,Registrations
2,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,all-causes,All causes,hospice,Hospice,registrations,Registrations
39,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
8,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
5,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-22,Week 22,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
14,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
29,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,all-causes,All causes,home,Home,registrations,Registrations
2,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,all-causes,All causes,hospice,Hospice,registrations,Registrations
25,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
11,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000029,Cardiff and Vale University Health Board,week-22,Week 22,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
16,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
30,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,all-causes,All causes,hospice,Hospice,registrations,Registrations
41,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
4,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
11,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-22,Week 22,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
15,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
28,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,all-causes,All causes,hospice,Hospice,registrations,Registrations
37,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
5,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
2,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-22,Week 22,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
34,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-23,Week 23,all-causes,All causes,care-home,Care home,registrations,Registrations
