v4_0,calendar-years,Time,local-health-board,Geography,week-number,Week,cause-of-death,CauseOfDeath,place-of-death,PlaceOfDeath,registration-or-occurrence,RegistrationOrOccurrence
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
22,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
5,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
67,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
22,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
35,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
2,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
69,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
4,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
41,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
32,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
46,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
87,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
2,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
26,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
7,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
43,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
24,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
37,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
66,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
4,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
13,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
5,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
39,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
4,2021,2021,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
57,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
8,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
55,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
5,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
111,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
29,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
42,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
7,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
13,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
2,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
20,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
3,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
10,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
39,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
7,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
39,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
50,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
22,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
4,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
28,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
23,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
47,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
3,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
100,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
6,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
49,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
19,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
26,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
3,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
71,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
8,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
5,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
2,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
39,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
18,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
38,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
83,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
11,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
4,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
51,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
17,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
44,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
58,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
3,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
22,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
48,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
58,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,all-causes,All causes,home,Home,registrations,Registrations
7,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,all-causes,All causes,hospice,Hospice,registrations,Registrations
112,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
20,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
50,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-5,Week 05,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
9,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
6,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,all-causes,All causes,home,Home,registrations,Registrations
1,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,all-causes,All causes,hospice,Hospice,registrations,Registrations
30,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,covid-19,COVID 19,home,Home,registrations,Registrations
1,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
16,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-5,Week 05,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
23,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
40,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,all-causes,All causes,hospice,Hospice,registrations,Registrations
53,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
15,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
3,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
20,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-5,Week 05,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
24,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
45,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,all-causes,All causes,home,Home,registrations,Registrations
1,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,all-causes,All causes,hospice,Hospice,registrations,Registrations
70,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
8,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
32,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-5,Week 05,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
13,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
28,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,all-causes,All causes,home,Home,registrations,Registrations
8,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,all-causes,All causes,hospice,Hospice,registrations,Registrations
81,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
5,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
3,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,covid-19,COVID 19,home,Home,registrations,Registrations
2,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
55,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-5,Week 05,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
19,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
30,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,all-causes,All causes,hospice,Hospice,registrations,Registrations
75,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
35,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-5,Week 05,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
26,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
35,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,all-causes,All causes,hospice,Hospice,registrations,Registrations
48,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
7,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
4,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
22,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
